years_experience,skills_match_score,education_level,resume_length,shortlisted
11,87.2,Bachelors,900,1
0,39.5,Bachelors,543,0
7,84.7,Masters,405,1
6,79.2,High School,872,0
1,44.7,Masters,406,0
7,37.5,Bachelors,406,0
11,59.4,High School,854,1
4,67.7,Masters,593,0
6,88.4,Masters,662,1
3,50.1,Bachelors,376,0
4,69.3,High School,308,0
7,31.9,Masters,768,0
0,64.0,Masters,374,0
0,51.4,Bachelors,315,0
14,100.0,Bachelors,900,1
3,35.1,Bachelors,614,0
2,56.8,High School,443,0
12,56.8,Masters,900,1
9,71.0,Masters,395,1
11,57.7,Masters,580,1
1,94.0,Bachelors,442,0
11,77.9,Masters,857,1
2,58.3,Bachelors,720,0
10,84.4,PhD,555,1
14,64.0,High School,720,1
14,100.0,Bachelors,880,1
10,90.9,Masters,611,1
13,97.3,Bachelors,826,1
10,63.0,Masters,779,1
0,78.3,Masters,443,0
0,68.3,High School,150,0
5,67.8,Masters,693,1
15,100.0,Bachelors,629,1
4,69.6,Bachelors,358,1
7,55.1,PhD,681,1
1,60.5,Masters,352,0
15,80.3,Bachelors,759,1
3,64.8,Bachelors,273,0
7,86.8,Bachelors,486,1
11,58.6,Masters,745,1
5,68.3,PhD,628,1
0,45.2,Bachelors,187,0
14,77.6,Masters,619,1
3,51.2,Bachelors,339,1
0,58.5,Bachelors,270,0
12,96.8,PhD,321,1
1,64.7,Bachelors,476,0
4,68.3,Bachelors,253,1
13,96.6,Masters,644,1
7,100.0,Bachelors,502,1
7,73.5,Bachelors,436,1
10,100.0,PhD,694,1
2,79.7,Masters,380,0
10,100.0,Masters,512,1
12,89.9,Bachelors,658,1
3,50.8,Bachelors,434,0
9,87.6,PhD,648,1
10,81.3,Bachelors,661,1
13,95.7,Bachelors,783,1
5,54.4,Bachelors,515,0
10,96.5,Bachelors,536,1
15,87.6,Bachelors,716,1
10,93.8,Masters,574,1
9,87.6,PhD,545,1
2,67.1,Masters,478,0
1,66.8,Masters,533,0
5,81.3,Masters,171,1
10,100.0,Masters,687,1
12,46.7,High School,810,0
14,93.6,Bachelors,592,1
4,61.7,High School,683,0
13,76.3,High School,708,1
9,40.1,Bachelors,718,1
4,74.2,Bachelors,366,0
9,73.6,Bachelors,704,1
12,64.5,High School,750,1
4,66.1,Bachelors,289,1
9,71.1,Bachelors,468,0
11,57.1,Masters,624,1
4,62.3,High School,567,0
2,74.0,Masters,389,0
6,68.8,PhD,494,1
5,75.2,Masters,397,1
3,68.9,Masters,623,1
1,82.7,PhD,485,0
11,77.9,Bachelors,682,1
8,93.0,PhD,648,1
0,56.5,Masters,460,0
12,100.0,Masters,639,1
12,74.9,Bachelors,631,1
10,67.2,Bachelors,542,1
14,87.7,Masters,740,1
13,76.3,Masters,690,1
3,48.5,Masters,351,1
0,63.9,High School,517,0
12,35.6,Bachelors,782,1
15,76.7,Bachelors,808,1
15,67.4,Bachelors,791,1
5,69.6,Bachelors,516,1
3,30.7,Bachelors,500,0
4,73.7,Bachelors,464,1
4,75.3,Bachelors,229,0
8,44.5,High School,566,0
0,67.9,PhD,279,1
12,93.0,Masters,698,1
1,77.4,Masters,541,0
12,59.5,Bachelors,863,1
5,47.1,Masters,421,1
4,88.0,Bachelors,481,0
10,72.7,PhD,900,1
6,65.3,Masters,671,1
2,74.7,Masters,650,1
2,47.7,Masters,486,1
9,71.5,Bachelors,579,1
1,68.4,High School,526,0
15,69.9,Masters,632,1
12,69.5,High School,847,1
2,44.6,Bachelors,440,0
9,67.6,Masters,805,1
0,75.3,Bachelors,477,0
4,90.3,Masters,536,1
13,94.9,PhD,744,1
14,93.5,Bachelors,731,1
11,87.1,Bachelors,609,1
4,55.4,Bachelors,489,1
11,83.1,Bachelors,856,1
10,53.6,High School,663,1
6,50.6,High School,563,0
3,62.2,Bachelors,292,1
2,45.6,Bachelors,174,0
0,42.2,Masters,579,0
11,72.6,Masters,678,1
14,100.0,Masters,796,1
7,94.9,Bachelors,482,1
12,81.0,Bachelors,900,1
2,74.0,Masters,308,0
12,73.0,Bachelors,537,1
14,50.0,High School,869,1
1,49.8,Masters,219,0
10,72.9,Bachelors,772,1
3,65.6,Bachelors,150,0
2,63.7,Masters,385,1
12,84.8,PhD,460,1
0,48.9,Bachelors,382,0
2,66.7,Bachelors,224,0
11,62.8,Masters,600,1
1,75.3,Masters,373,1
7,58.2,High School,754,0
5,100.0,Masters,788,1
8,76.3,PhD,514,1
7,64.3,Bachelors,697,1
9,74.6,PhD,432,1
2,61.9,PhD,355,0
4,74.6,Bachelors,507,1
6,72.6,Masters,235,0
4,80.3,Bachelors,636,0
7,82.2,Masters,468,1
11,83.7,Masters,627,1
4,71.1,Bachelors,552,0
0,79.2,Masters,477,0
4,79.1,Masters,437,1
3,67.7,Bachelors,459,0
5,73.8,Bachelors,603,1
2,39.7,High School,437,0
14,100.0,Masters,543,1
15,100.0,PhD,803,1
10,90.7,Masters,789,1
4,65.1,Bachelors,562,1
1,25.0,Bachelors,347,0
10,73.5,Bachelors,721,1
5,68.6,Bachelors,528,0
12,69.2,Bachelors,465,1
14,73.0,Bachelors,730,1
11,74.4,Bachelors,739,1
5,86.6,PhD,605,1
4,88.1,Masters,439,1
5,73.8,Masters,534,1
10,69.0,Bachelors,490,1
6,71.6,PhD,623,1
11,84.7,Masters,841,1
4,72.5,Masters,550,1
0,64.0,Bachelors,420,0
7,64.9,Bachelors,651,0
3,71.4,Bachelors,622,0
8,80.3,Bachelors,787,1
13,81.3,Masters,663,1
9,57.2,PhD,680,1
11,66.2,Bachelors,635,1
5,86.5,High School,635,0
0,35.8,Masters,360,0
2,81.3,Bachelors,472,0
2,39.3,Masters,356,0
9,67.7,Masters,729,1
15,81.9,Bachelors,836,1
11,100.0,Masters,737,1
11,79.9,Bachelors,708,1
3,64.0,Masters,515,0
15,77.2,Masters,864,1
5,79.1,Masters,602,1
14,73.3,High School,859,1
6,66.1,Bachelors,514,1
9,65.6,High School,573,1
3,74.3,Bachelors,473,0
5,82.7,Masters,387,1
10,64.1,Bachelors,817,1
0,51.8,Masters,591,0
13,72.6,Bachelors,719,1
7,74.3,Bachelors,686,1
6,86.9,Masters,464,1
14,88.4,Bachelors,603,1
10,48.4,Masters,503,1
10,88.9,Bachelors,577,1
15,74.8,PhD,664,1
8,66.5,Masters,751,1
2,68.2,Masters,473,0
1,53.7,High School,433,0
0,70.6,Bachelors,479,0
2,59.8,PhD,456,0
4,54.8,Masters,422,0
13,74.3,High School,592,1
10,92.2,Bachelors,366,1
1,68.9,Bachelors,178,0
11,80.8,Bachelors,748,1
2,85.1,Masters,478,1
14,100.0,Bachelors,597,1
14,97.3,Bachelors,797,1
14,71.6,Masters,776,1
3,75.2,Bachelors,482,0
6,70.2,Masters,318,1
12,83.1,PhD,649,1
2,51.3,Bachelors,283,0
15,88.7,Masters,758,1
14,76.1,Bachelors,900,1
8,76.0,Bachelors,537,1
7,64.4,High School,691,1
3,66.8,Bachelors,420,0
12,89.8,Bachelors,728,1
0,53.1,Bachelors,259,0
0,50.2,Masters,486,1
0,31.2,Masters,259,0
0,76.6,PhD,466,0
15,92.4,Masters,785,1
7,68.9,Bachelors,504,1
2,79.1,Bachelors,463,0
14,66.2,Bachelors,773,1
5,68.3,Bachelors,577,0
2,50.8,Masters,587,0
10,87.3,Bachelors,414,1
4,32.1,Bachelors,516,0
12,93.6,Bachelors,853,1
14,92.4,High School,640,1
13,69.7,Bachelors,490,1
12,82.5,Bachelors,416,1
14,75.7,Masters,771,1
6,75.9,Bachelors,756,1
15,100.0,Masters,813,1
1,44.4,Bachelors,469,0
15,63.5,High School,709,1
5,87.7,Masters,271,1
12,100.0,Masters,601,1
5,74.9,Bachelors,367,1
10,89.8,Masters,751,1
2,52.0,High School,394,0
5,70.2,Bachelors,505,0
9,84.5,Masters,754,1
9,76.5,Masters,403,1
15,100.0,Bachelors,808,1
13,81.7,High School,703,1
4,73.8,Masters,489,1
15,85.1,Bachelors,900,1
11,78.6,Bachelors,698,1
1,77.8,Bachelors,469,1
8,83.2,PhD,509,1
7,69.5,High School,558,0
2,68.0,Masters,458,1
7,69.8,Masters,656,0
13,62.4,Bachelors,847,1
8,100.0,Masters,764,1
13,100.0,PhD,838,1
14,100.0,Bachelors,765,1
2,45.4,Bachelors,448,0
2,90.7,PhD,704,1
1,92.8,Masters,409,0
7,87.2,Bachelors,615,0
9,100.0,Masters,572,1
0,73.2,Masters,259,0
7,62.6,Masters,657,1
6,84.6,PhD,641,1
13,68.2,Bachelors,872,1
6,60.5,Bachelors,620,1
2,70.0,Masters,647,1
0,60.2,Bachelors,150,0
3,74.2,Masters,411,0
8,46.6,Bachelors,687,0
4,63.2,Bachelors,392,0
0,65.7,Bachelors,502,0
14,100.0,Masters,376,1
4,81.5,Masters,593,1
12,85.3,Bachelors,611,1
7,65.8,Bachelors,443,1
7,79.0,Bachelors,311,1
4,64.8,Masters,426,1
11,93.0,Bachelors,804,1
15,97.7,Masters,900,1
8,72.6,Bachelors,609,0
14,74.0,Bachelors,667,1
0,78.0,Masters,327,1
3,67.4,High School,503,0
2,93.0,Bachelors,468,0
1,67.4,Bachelors,443,0
14,90.1,High School,678,1
7,49.5,Bachelors,510,1
6,74.2,Bachelors,424,1
8,72.5,Masters,647,1
1,75.6,Masters,195,0
13,92.3,Masters,900,1
13,98.3,Bachelors,643,1
15,100.0,Masters,711,1
3,55.3,Masters,490,1
13,97.7,Bachelors,844,1
14,99.5,Masters,900,1
5,100.0,PhD,583,1
10,88.1,Bachelors,618,1
2,78.0,PhD,519,0
7,79.8,High School,459,1
2,75.3,Bachelors,219,0
13,100.0,Bachelors,789,1
11,71.0,Masters,660,1
12,75.6,Bachelors,621,1
12,100.0,Masters,695,1
15,61.9,Masters,842,1
1,62.0,Masters,412,0
12,83.7,Bachelors,648,1
12,86.3,PhD,687,1
2,89.0,Masters,560,1
10,84.6,Bachelors,647,1
5,65.4,Masters,527,1
15,81.7,Masters,720,1
1,67.5,Masters,403,0
7,89.0,Bachelors,460,1
0,59.6,Bachelors,360,0
6,63.0,High School,642,0
1,49.1,Bachelors,150,0
9,84.9,Masters,780,1
11,91.8,PhD,847,1
15,84.1,PhD,844,1
5,86.6,Masters,447,1
11,100.0,Masters,724,1
1,60.2,Bachelors,276,0
1,67.8,Masters,459,0
9,54.4,High School,319,0
12,92.6,Bachelors,566,1
7,82.2,Masters,508,1
14,80.6,Bachelors,830,1
14,69.8,High School,858,1
11,100.0,Masters,716,1
1,65.2,Bachelors,388,0
6,51.2,High School,427,0
2,69.8,High School,320,0
7,74.9,Bachelors,664,1
6,70.4,Bachelors,537,1
13,100.0,Masters,694,1
7,32.3,Bachelors,653,0
13,60.1,Masters,900,1
6,90.2,Bachelors,593,1
10,75.6,Bachelors,530,1
5,64.8,Masters,613,1
12,65.2,Masters,551,1
6,76.2,Masters,428,1
4,77.8,PhD,502,1
6,91.1,Bachelors,571,1
0,63.1,Bachelors,513,0
0,56.7,Masters,299,0
8,75.1,High School,545,1
13,95.6,High School,727,1
4,78.9,Bachelors,555,0
12,94.6,Masters,631,1
4,69.6,Bachelors,408,1
2,52.8,Bachelors,456,0
4,50.0,Bachelors,258,1
2,47.4,Masters,516,0
8,79.4,Bachelors,671,1
8,81.0,Bachelors,549,1
5,87.7,Masters,636,1
14,100.0,PhD,609,1
0,77.0,Masters,355,0
6,71.3,Masters,423,1
6,81.1,Bachelors,440,1
15,72.5,Bachelors,900,1
13,82.6,Bachelors,734,1
9,51.8,Masters,679,1
9,76.0,Bachelors,555,1
3,85.6,Masters,410,1
7,80.1,PhD,435,1
5,73.8,High School,671,0
3,63.1,High School,521,0
3,54.9,Bachelors,520,0
15,84.7,Bachelors,757,1
1,77.2,Bachelors,594,0
13,98.0,Masters,553,1
1,45.7,High School,419,0
11,58.7,Bachelors,653,1
13,86.6,Bachelors,739,1
3,62.3,PhD,421,1
4,66.6,Masters,280,1
7,57.2,PhD,462,1
14,100.0,PhD,900,1
5,66.0,Bachelors,394,1
13,84.3,Bachelors,770,1
14,73.0,Bachelors,689,1
3,59.3,Bachelors,412,0
12,87.1,Masters,689,1
10,63.8,High School,473,1
6,61.8,High School,660,0
7,96.0,Masters,789,1
1,37.0,Masters,481,0
11,86.0,Masters,553,1
6,57.7,Bachelors,738,1
14,100.0,Masters,900,1
13,80.8,Bachelors,700,1
1,43.8,Bachelors,453,0
1,60.0,Masters,558,0
7,84.2,PhD,701,1
1,96.6,High School,401,0
14,53.9,Bachelors,850,1
10,59.5,Bachelors,578,1
8,93.1,Bachelors,536,1
11,60.6,Masters,738,1
0,57.6,Bachelors,307,0
14,82.0,Masters,900,1
8,67.6,Masters,555,1
14,86.7,Masters,735,1
0,52.5,Bachelors,297,0
9,91.4,Bachelors,520,1
12,96.9,High School,807,1
9,81.9,Bachelors,474,1
1,56.0,Bachelors,203,0
15,95.1,Masters,686,1
5,79.6,Bachelors,512,1
5,86.3,Masters,491,1
0,63.1,Bachelors,163,0
6,96.2,Masters,449,1
7,69.8,PhD,524,1
1,76.6,Bachelors,355,1
7,85.8,Masters,538,1
8,68.1,Masters,693,1
5,74.7,Masters,447,0
4,73.8,Masters,518,1
11,77.4,Bachelors,494,1
8,71.2,Bachelors,608,1
15,60.1,High School,900,1
12,71.2,Bachelors,498,1
11,83.4,PhD,688,1
10,72.7,Masters,552,1
8,60.7,Bachelors,598,1
0,77.2,Masters,205,0
10,79.7,Masters,476,1
2,94.0,Bachelors,337,1
8,72.3,High School,500,1
10,93.1,Bachelors,463,1
1,60.1,Masters,525,0
11,73.3,Masters,604,1
3,67.4,Bachelors,567,0
3,82.9,Bachelors,300,0
1,61.9,Masters,497,0
14,99.7,PhD,689,1
2,69.1,Masters,643,0
12,83.8,Masters,731,1
2,60.8,Bachelors,550,0
0,42.5,Bachelors,291,0
5,67.3,Bachelors,354,1
15,100.0,Masters,721,1
7,75.9,Bachelors,507,1
11,86.0,Masters,617,1
2,72.4,Bachelors,436,0
4,72.2,Masters,472,1
0,57.7,Bachelors,381,0
9,86.5,Bachelors,649,1
6,75.3,Masters,375,1
9,67.5,High School,523,1
12,96.0,PhD,603,1
0,60.7,Masters,448,0
11,75.3,Bachelors,554,1
10,83.6,Masters,781,1
8,79.8,Masters,712,1
7,54.9,Bachelors,609,1
6,82.0,PhD,530,1
9,98.7,High School,649,1
14,70.8,Bachelors,900,1
6,65.7,Masters,500,1
4,100.0,Bachelors,259,0
4,53.2,Bachelors,452,0
10,96.8,Bachelors,652,1
12,78.1,Bachelors,887,1
4,70.2,Masters,613,0
0,59.3,Masters,330,0
7,85.4,PhD,467,1
11,59.6,Masters,875,1
10,80.3,Bachelors,615,1
0,51.4,Bachelors,268,0
3,35.6,Bachelors,604,1
14,100.0,Masters,691,1
8,37.4,High School,557,1
13,100.0,Bachelors,760,1
8,90.3,PhD,376,1
4,48.8,Masters,410,0
3,83.6,Bachelors,475,1
2,50.2,Bachelors,481,0
2,54.7,Masters,558,0
11,56.2,Masters,681,1
4,52.5,Bachelors,520,0
9,64.3,Bachelors,851,1
0,73.5,Masters,439,0
4,86.8,Masters,395,1
5,52.6,Masters,427,1
15,91.6,Bachelors,900,1
6,49.4,PhD,281,1
11,83.6,Bachelors,612,1
15,100.0,Bachelors,780,1
8,50.6,Masters,524,1
2,46.3,Bachelors,340,0
14,100.0,Masters,793,1
15,95.7,High School,900,1
1,49.1,Masters,400,0
15,100.0,Bachelors,892,1
13,75.0,Masters,528,1
2,82.1,High School,635,0
11,90.3,Masters,900,1
8,96.3,Masters,552,1
11,85.1,Bachelors,583,1
6,79.4,Bachelors,617,0
8,84.2,Bachelors,599,1
12,100.0,Masters,500,1
1,59.0,Bachelors,307,0
4,52.0,Bachelors,437,0
12,80.3,Bachelors,853,1
3,61.0,PhD,649,0
14,76.5,Bachelors,862,1
1,79.8,High School,336,0
15,100.0,Masters,781,1
8,85.9,Masters,709,1
8,89.6,Bachelors,779,1
5,84.3,PhD,533,1
10,100.0,Masters,720,1
5,36.1,Bachelors,495,1
7,56.5,Bachelors,699,1
5,60.7,Masters,519,1
0,36.9,Bachelors,337,0
3,65.2,Bachelors,540,0
12,83.9,Bachelors,570,1
6,100.0,Masters,599,1
12,98.8,Masters,731,1
12,77.6,Masters,668,1
1,66.9,Bachelors,388,0
8,49.8,Masters,601,1
7,77.4,Masters,426,1
7,72.8,Bachelors,372,1
6,59.7,Masters,555,1
3,60.5,Bachelors,466,0
1,52.9,Masters,271,0
2,43.0,High School,189,0
11,93.4,Masters,754,1
5,90.5,PhD,436,1
11,94.6,PhD,637,1
11,72.9,Bachelors,679,1
4,55.6,Bachelors,173,0
11,68.9,High School,724,1
7,71.9,Masters,529,1
5,58.2,Masters,428,0
5,83.3,Bachelors,575,1
0,54.5,Bachelors,433,0
3,82.5,PhD,451,1
4,44.5,Bachelors,450,0
11,69.2,Bachelors,900,1
10,90.4,Bachelors,578,1
2,74.6,Bachelors,428,1
12,67.2,Masters,752,1
8,85.5,PhD,576,1
0,66.2,Masters,340,0
5,56.9,Bachelors,367,0
5,76.6,Masters,463,1
9,51.8,Bachelors,642,1
4,51.6,Bachelors,516,1
11,96.0,PhD,557,1
14,85.9,Bachelors,834,1
4,66.7,Bachelors,542,1
9,80.4,PhD,478,1
13,91.6,Bachelors,823,1
12,94.0,Masters,633,1
4,84.9,PhD,487,1
5,69.4,Bachelors,427,0
7,61.2,High School,654,1
1,51.1,Bachelors,150,0
5,51.6,Bachelors,498,0
0,51.5,Bachelors,237,0
3,58.2,Masters,457,1
13,100.0,Bachelors,790,1
9,59.8,Bachelors,578,1
2,80.8,Masters,281,1
8,73.2,Masters,558,1
2,62.2,Masters,397,0
14,91.5,Bachelors,667,1
5,50.0,Masters,410,0
0,49.3,Masters,338,0
11,60.9,Bachelors,548,1
5,61.8,Bachelors,427,0
3,49.9,Bachelors,321,0
7,95.0,Masters,631,1
12,72.7,Bachelors,814,1
10,49.3,PhD,821,1
8,72.2,Masters,805,0
3,83.1,PhD,313,1
9,95.5,High School,545,1
11,76.1,Bachelors,454,1
9,63.2,High School,662,0
5,67.3,Bachelors,670,1
0,67.5,Masters,255,0
3,42.1,High School,542,0
6,65.8,Bachelors,489,0
11,78.8,Bachelors,843,0
15,88.2,Bachelors,750,1
14,87.1,Masters,791,1
0,47.2,Masters,290,0
7,80.3,Masters,678,1
11,78.8,Bachelors,752,1
9,82.3,PhD,553,1
11,67.0,Masters,628,1
10,87.1,Bachelors,643,1
5,53.3,Bachelors,812,0
4,97.2,PhD,526,1
9,61.6,Masters,656,1
10,92.7,Masters,477,1
14,56.9,Bachelors,582,1
13,49.6,Bachelors,720,1
8,68.9,Masters,703,1
1,29.4,Masters,629,0
4,76.4,Bachelors,350,0
5,70.9,Masters,370,1
6,90.5,Bachelors,495,1
15,88.7,Masters,682,1
15,98.6,PhD,900,1
4,65.2,Masters,511,1
8,60.4,Bachelors,546,0
0,51.4,Bachelors,325,0
6,55.2,Masters,656,1
9,85.1,Masters,704,1
6,64.9,Bachelors,612,0
3,69.5,PhD,583,1
8,100.0,Bachelors,554,1
13,77.5,Bachelors,685,1
11,79.7,High School,628,1
15,82.2,High School,571,1
15,100.0,High School,769,1
10,88.6,PhD,719,1
4,61.4,Bachelors,305,0
3,97.9,Bachelors,492,1
12,72.4,Masters,846,1
6,70.3,Masters,615,1
3,81.0,Masters,290,0
14,73.2,Bachelors,816,1
2,76.7,Masters,498,1
8,66.3,Bachelors,565,1
15,98.0,High School,676,1
10,92.2,Bachelors,687,1
7,70.1,Bachelors,447,1
0,42.5,Bachelors,481,0
6,67.4,Masters,661,1
8,73.3,Bachelors,574,1
7,88.6,Masters,646,1
7,71.8,High School,530,0
12,89.6,Bachelors,854,1
5,72.7,Bachelors,421,1
10,97.7,PhD,547,1
3,64.2,Masters,353,1
7,81.5,PhD,707,1
2,65.7,Masters,454,1
12,78.7,Masters,400,1
8,92.4,Masters,804,1
12,100.0,Masters,738,1
1,77.6,Bachelors,253,0
1,48.0,Bachelors,341,0
11,84.8,Bachelors,727,1
12,97.9,Bachelors,687,1
14,100.0,Bachelors,667,1
11,56.9,Bachelors,678,1
6,69.5,Bachelors,465,1
11,72.2,High School,562,1
9,100.0,PhD,490,1
3,30.4,Bachelors,403,0
9,59.8,Bachelors,292,1
7,96.7,Masters,524,1
8,66.5,Bachelors,727,1
6,50.0,Bachelors,524,0
4,88.2,Bachelors,376,1
7,50.0,Bachelors,401,1
15,100.0,Bachelors,579,1
3,35.6,High School,246,0
1,37.9,Bachelors,218,0
10,84.3,Masters,652,1
14,76.5,Masters,792,1
15,95.3,Masters,778,1
11,100.0,Bachelors,535,1
5,65.2,Bachelors,434,0
8,100.0,Masters,529,1
0,57.9,High School,150,0
10,95.6,Masters,735,1
9,40.2,Bachelors,462,1
11,92.8,Masters,900,1
6,76.7,Bachelors,582,0
9,70.1,Bachelors,511,1
8,100.0,Masters,717,1
9,71.9,Masters,628,1
8,49.4,Bachelors,496,1
9,94.7,PhD,776,1
10,51.6,High School,689,0
12,78.1,High School,581,1
2,85.3,Masters,598,0
10,88.7,Masters,587,1
12,85.3,PhD,712,1
4,60.2,Bachelors,543,0
7,86.0,High School,535,1
7,57.0,Masters,633,1
3,75.1,Bachelors,411,0
14,100.0,Bachelors,610,1
14,93.7,Bachelors,782,1
11,71.4,High School,746,1
10,75.1,Bachelors,712,1
10,70.3,Bachelors,801,1
0,51.5,Masters,207,0
0,63.0,Masters,238,0
14,95.7,Bachelors,900,1
3,87.7,Bachelors,576,0
5,38.2,Bachelors,244,0
7,34.9,Bachelors,615,0
5,95.7,Masters,735,1
11,87.9,PhD,647,1
8,78.9,Masters,471,1
14,96.8,Masters,694,1
14,82.7,Bachelors,516,1
8,100.0,Bachelors,669,1
13,98.4,PhD,696,1
1,60.3,PhD,274,1
9,70.1,Bachelors,690,1
0,55.3,Bachelors,442,0
1,51.6,Masters,238,0
4,90.8,Bachelors,327,1
3,69.1,Masters,592,1
3,49.7,Masters,432,0
8,79.6,Bachelors,590,1
10,100.0,PhD,835,1
7,94.9,PhD,496,1
5,63.6,PhD,617,1
0,40.9,Bachelors,513,0
1,80.9,Bachelors,310,0
5,46.9,Masters,389,1
10,83.1,Bachelors,709,1
1,51.0,Bachelors,196,0
14,100.0,Bachelors,599,1
15,75.4,Masters,900,1
12,65.1,High School,733,1
9,84.8,Bachelors,638,1
4,72.9,High School,413,0
13,100.0,Masters,724,1
4,76.3,Masters,606,1
5,68.2,High School,424,0
5,90.7,PhD,404,1
13,58.4,High School,892,1
5,58.1,Masters,393,1
13,67.9,Masters,667,1
1,23.0,Masters,498,0
13,91.6,High School,812,1
9,100.0,PhD,693,1
13,99.3,PhD,668,1
12,91.0,Masters,619,1
14,86.8,Bachelors,763,1
13,79.8,High School,730,1
2,90.7,Masters,273,1
13,100.0,Bachelors,772,1
5,62.5,Masters,224,0
12,98.1,Bachelors,724,1
7,93.7,Masters,338,1
11,89.3,Bachelors,857,1
12,87.3,Bachelors,724,1
10,82.8,Bachelors,329,1
11,52.8,High School,728,1
0,33.9,Bachelors,479,0
0,73.0,Masters,150,0
15,74.7,Masters,900,1
10,60.4,Masters,748,1
12,54.1,Masters,790,1
1,52.4,Bachelors,344,0
10,83.1,Bachelors,603,1
14,92.3,Bachelors,661,1
11,96.0,Masters,835,1
11,73.6,Bachelors,786,1
5,64.6,High School,360,0
8,89.9,Masters,578,1
15,100.0,PhD,900,1
3,58.5,Masters,417,0
2,69.7,Masters,424,0
11,53.5,Masters,470,1
15,87.5,Bachelors,900,1
7,66.0,Masters,396,1
15,100.0,Masters,707,1
10,62.8,Bachelors,751,1
9,77.3,Bachelors,620,1
13,77.1,Bachelors,634,1
8,65.1,Bachelors,493,1
11,88.9,Masters,662,1
10,71.2,Bachelors,483,1
4,93.3,Bachelors,483,1
8,47.6,Masters,575,1
1,69.0,Bachelors,565,0
2,60.2,Bachelors,226,0
6,72.5,Masters,590,1
6,74.0,Bachelors,592,1
5,86.2,Masters,497,1
5,67.0,High School,448,0
1,74.5,Bachelors,540,0
9,76.2,Bachelors,592,1
5,52.0,Bachelors,458,0
3,69.7,PhD,330,0
11,100.0,PhD,483,1
2,59.1,Masters,539,0
12,65.3,Bachelors,794,1
10,94.3,PhD,632,1
12,90.3,Masters,608,1
1,47.9,Bachelors,509,0
0,57.8,Masters,601,0
10,70.3,High School,667,1
10,77.6,Bachelors,900,1
4,78.9,Masters,440,1
15,85.2,Masters,692,1
1,70.0,Bachelors,471,0
1,51.5,Bachelors,348,0
6,100.0,PhD,631,1
7,100.0,Masters,693,1
12,68.7,Bachelors,724,1
9,57.1,Bachelors,397,1
7,86.2,Bachelors,468,1
13,94.9,PhD,814,1
15,95.8,Bachelors,731,1
3,53.7,Bachelors,543,0
14,83.5,Bachelors,805,1
13,82.1,Masters,576,1
0,65.8,Masters,306,0
10,62.6,Masters,698,1
6,68.0,Bachelors,552,1
0,34.2,High School,310,0
10,77.3,PhD,623,1
3,69.5,PhD,354,1
7,86.6,PhD,621,1
1,75.9,PhD,506,0
5,82.7,Masters,780,1
12,63.0,Masters,627,1
5,90.2,Masters,490,1
11,73.6,Masters,310,1
8,64.9,Bachelors,545,1
4,69.5,Bachelors,356,1
9,77.9,PhD,714,1
3,68.9,Bachelors,204,0
4,77.5,Masters,499,1
11,63.6,High School,663,1
15,84.7,Bachelors,847,1
11,77.2,Bachelors,717,1
9,85.4,High School,590,1
14,78.5,Bachelors,737,1
10,69.9,Bachelors,846,1
4,53.9,Masters,571,1
7,53.4,High School,562,1
9,55.2,Bachelors,672,1
11,64.5,High School,838,1
7,99.2,Masters,607,1
1,73.6,Masters,189,0
6,92.4,Masters,701,0
7,57.2,Bachelors,692,1
15,58.3,Bachelors,891,1
10,86.0,Masters,627,1
5,99.1,Masters,553,1
4,58.2,Bachelors,644,0
10,79.0,Bachelors,616,1
8,50.0,Bachelors,567,1
12,81.9,Bachelors,784,1
2,63.4,Masters,422,1
11,48.1,Bachelors,885,0
12,65.9,Bachelors,718,1
12,64.7,Bachelors,900,1
9,59.3,PhD,561,1
3,56.4,Masters,339,1
8,84.9,Masters,630,1
5,58.0,Bachelors,367,1
7,92.5,Masters,586,1
6,64.1,Bachelors,531,0
10,77.9,High School,730,1
1,67.0,Bachelors,191,0
2,88.3,Masters,628,0
0,46.8,Bachelors,437,0
15,97.9,Masters,720,1
8,59.3,Bachelors,669,1
12,100.0,Bachelors,682,1
6,53.9,Bachelors,558,0
0,63.3,Bachelors,491,0
2,80.4,High School,494,0
3,45.6,Bachelors,546,0
3,72.4,Bachelors,323,0
4,50.6,Bachelors,723,0
13,100.0,Bachelors,675,1
2,33.1,Bachelors,404,0
2,38.7,Bachelors,501,0
0,40.7,Bachelors,168,0
6,53.2,Bachelors,513,0
10,89.1,Masters,633,1
9,100.0,Bachelors,498,1
13,100.0,Bachelors,900,1
0,68.5,PhD,377,0
1,63.4,Masters,340,0
12,79.9,PhD,867,1
3,73.1,Masters,645,0
12,78.4,Bachelors,447,1
3,66.3,Bachelors,457,0
4,58.1,Masters,347,0
10,67.0,PhD,765,1
1,63.6,Masters,319,0
3,67.3,Masters,629,1
0,48.6,Bachelors,338,0
1,48.0,Bachelors,352,0
0,73.4,PhD,347,1
9,86.1,Masters,621,1
9,100.0,PhD,540,1
12,100.0,Masters,757,1
3,45.6,Bachelors,275,0
3,60.6,Bachelors,442,0
6,56.5,PhD,704,1
9,51.7,Masters,637,1
10,100.0,Bachelors,711,1
10,99.7,Bachelors,526,1
8,64.1,Bachelors,669,1
8,87.7,High School,807,1
4,90.1,Masters,660,0
9,46.7,Bachelors,614,1
0,70.3,Bachelors,536,0
0,53.9,Masters,240,0
5,73.2,Bachelors,681,1
